Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,year,month
2013-08-22,2013-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1997,12.96,2,0.0,6.2208,2013,August
2013-08-22,2013-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1928,47.52,9,0.0,21.384,2013,August
2013-12-06,2013-12-09,Second Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Labels,Avery 483,11.952,3,0.2,3.8844,2013,December
2012-12-16,2012-12-19,First Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 190,4.98,1,0.0,2.3406,2012,December
2011-10-17,2011-10-22,Second Class,Consumer,United States,Beaumont,Texas,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,2011,October
2011-10-17,2011-10-22,Second Class,Consumer,United States,Beaumont,Texas,Central,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964,2011,October
2013-09-06,2013-09-11,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Labels,Avery 50,25.06,2,0.0,11.7782,2013,September
2013-09-06,2013-09-11,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94,3,0.0,314.0586,2013,September
2012-10-15,2012-10-15,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,6,0.6,-95.2476,2012,October
2012-10-15,2012-10-15,Same Day,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1986,5.344,1,0.2,1.8704,2012,October
2012-12-01,2012-12-05,Second Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2003.92,5,0.2,125.245,2012,December
2012-12-01,2012-12-05,Second Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 219,32.4,5,0.0,15.552,2012,December
2012-12-01,2012-12-05,Second Class,Home Office,United States,Seattle,Washington,West,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913.4,9,0.0,401.814,2012,December
2012-12-01,2012-12-05,Second Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,Tennsco Industrial Shelving,146.73,3,0.0,2.9346,2012,December
2012-12-01,2012-12-05,Second Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",114.2,5,0.0,52.532,2012,December
2012-05-31,2012-06-04,Standard Class,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Chairs,Hon Pagoda Stacking Chairs,2567.84,8,0.0,770.352,2012,May
2014-09-11,2014-09-18,Standard Class,Consumer,United States,Springfield,Ohio,East,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056,4,0.2,8.8008,2014,September
2014-09-11,2014-09-18,Standard Class,Consumer,United States,Springfield,Ohio,East,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896,2,0.4,-56.3108,2014,September
2014-04-26,2014-05-03,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,2014,April
2014-04-26,2014-05-03,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Surelock Post Binders,73.344,3,0.2,27.504,2014,April
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,95.68,8,0.0,26.7904,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",50.96,7,0.0,24.4608,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",113.94,3,0.0,34.182,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Paper,Xerox 1997,25.92,4,0.0,12.4416,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Furniture,Furnishings,"Master Caster Door Stop, Gray",20.32,4,0.0,6.9088,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98,2,0.0,119.4742,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",34.48,2,0.0,9.9992,2014,September
2014-09-19,2014-09-23,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Paper,Xerox 1917,244.55,5,0.0,114.9385,2014,September
2014-08-19,2014-08-26,Standard Class,Consumer,United States,Lakewood,Ohio,East,Office Supplies,Binders,GBC Personal VeloBind Strips,10.782,3,0.7,-7.9068,2014,August
2012-05-24,2012-05-26,Second Class,Consumer,United States,Naperville,Illinois,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.651,7,0.3,-163.5767,2012,May
2012-05-24,2012-05-26,Second Class,Consumer,United States,Naperville,Illinois,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,6,0.8,-13.0152,2012,May
2012-09-07,2012-09-11,Standard Class,Home Office,United States,New York City,New York,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93,7,0.0,167.979,2012,September
2014-07-25,2014-07-25,Same Day,Corporate,United States,Huntington Beach,California,West,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2399.96,5,0.2,839.986,2014,July
2014-09-03,2014-09-09,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16.0,4,0.2,5.6,2014,September
2014-09-03,2014-09-09,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,5.588,2,0.8,-15.0876,2014,September
2014-09-03,2014-09-09,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",235.92,5,0.2,-44.235,2014,September
2014-12-07,2014-12-09,Second Class,Corporate,United States,Brentwood,California,West,Office Supplies,Storage,Staples,10.68,1,0.0,2.8836,2014,December
2014-05-21,2014-05-21,Same Day,Corporate,United States,Trenton,Michigan,Central,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28,2,0.0,19.8144,2014,May
2013-09-28,2013-10-04,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198,2013,September
2014-12-11,2014-12-16,Standard Class,Corporate,United States,North Charleston,South Carolina,South,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0.0,4.2804,2014,December
2011-09-13,2011-09-18,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,2011,September
2014-07-30,2014-08-03,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,2,0.0,25.5112,2014,July
2014-08-02,2014-08-06,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,0.0,50.3658,2014,August
2014-05-03,2014-05-06,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,4,0.0,59.0372,2014,May
2012-06-12,2012-06-16,Standard Class,Consumer,United States,West Palm Beach,Florida,South,Technology,Phones,Speck Products Candyshell Flip Case,55.984,2,0.2,4.1988,2012,June
2011-12-22,2011-12-29,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,Economy Rollaway Files,132.16,1,0.2,9.912,2011,December
2011-12-22,2011-12-29,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,6,0.8,-31.332,2011,December
2011-12-22,2011-12-29,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,124.032,4,0.2,44.9616,2011,December
2011-12-16,2011-12-21,Standard Class,Corporate,United States,Sacramento,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.196,2011,December
2013-04-17,2013-04-19,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,3,0.0,0.864,2013,April
2012-05-21,2012-05-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588,2,0.7,-18.0312,2012,May
2014-02-27,2014-03-03,Standard Class,Consumer,United States,Santa Barbara,California,West,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,356.79,7,0.0,99.9012,2014,February
2014-04-05,2014-04-11,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,1,0.0,8.49,2014,April
2012-03-16,2012-03-19,Second Class,Consumer,United States,Auburn,Alabama,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,5,0.0,240.8595,2012,March
2012-03-16,2012-03-19,Second Class,Consumer,United States,Auburn,Alabama,South,Office Supplies,Envelopes,Colored Envelopes,7.38,2,0.0,3.3948,2012,March
2012-11-30,2012-12-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66,7,0.0,10.8836,2012,November
2012-11-30,2012-12-04,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Hon Metal Bookcases, Black",681.408,12,0.2,42.588,2012,November
2013-07-29,2013-08-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,Avery 495,18.9,3,0.0,8.694,2013,July
2013-06-24,2013-06-26,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,Mobile Personal File Cube,93.68,4,0.0,25.2936,2013,June
2013-06-24,2013-06-26,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,Avery 516,21.93,3,0.0,10.3071,2013,June
2013-06-24,2013-06-26,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.344,7,0.2,97.0137,2013,June
2013-06-24,2013-06-26,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1884,19.98,1,0.0,9.3906,2013,June
2011-07-14,2011-07-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.494,1,0.4,-2.249,2011,July
2011-07-14,2011-07-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988,2,0.4,-13.993,2011,July
2011-07-14,2011-07-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,0.2,1.1994,2011,July
2011-07-14,2011-07-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.584,2,0.2,4.6782,2011,July
2014-12-01,2014-12-04,Second Class,Corporate,United States,El Paso,Texas,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,2014,December
2013-09-03,2013-09-05,First Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,0.6,-75.8448,2013,September
2011-06-15,2011-06-15,Same Day,Consumer,United States,El Paso,Texas,Central,Office Supplies,Paper,Xerox 1902,36.544,2,0.2,11.8768,2011,June
2013-11-06,2013-11-10,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,0.0,52.7692,2013,November
2014-06-27,2014-07-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368,2,0.2,37.1084,2014,June
2014-06-27,2014-07-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0.0,8.236,2014,June
2014-06-27,2014-07-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88,4,0.0,214.164,2014,June
2014-06-27,2014-07-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1991,68.52,3,0.0,31.5192,2014,June
2012-07-25,2012-07-30,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975,2012,July
2011-09-23,2011-09-27,Standard Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,0.0,5.4488,2011,September
2013-10-01,2013-10-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,0.2,-26.196,2013,October
2012-11-09,2012-11-13,Standard Class,Home Office,United States,Roseville,California,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,0.0,1.1656,2012,November
2012-04-25,2012-04-29,Standard Class,Consumer,United States,Aurora,Illinois,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.2,-55.256,2012,April
2012-04-25,2012-04-29,Standard Class,Consumer,United States,Aurora,Illinois,Central,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822,2012,April
2014-11-20,2014-11-20,Same Day,Home Office,United States,New York City,New York,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,7,0.2,18.2525,2014,November
2014-11-20,2014-11-20,Same Day,Home Office,United States,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,2014,November
2012-11-20,2012-11-24,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.988,2,0.4,55.9986,2012,November
2012-10-02,2012-10-03,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,2012,October
2012-10-02,2012-10-03,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,2012,October
2012-10-02,2012-10-03,First Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,2012,October
2012-04-25,2012-05-02,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34,2,0.0,9.8164,2012,April
2013-07-15,2013-07-20,Standard Class,Consumer,United States,Columbus,Georgia,South,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0.0,17.108,2013,July
2013-07-15,2013-07-20,Standard Class,Consumer,United States,Columbus,Georgia,South,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525,2013,July
2012-09-27,2012-09-29,Second Class,Home Office,United States,San Francisco,California,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",15.51,1,0.0,4.3428,2012,September
2012-09-27,2012-09-29,Second Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1916,146.82,3,0.0,73.41,2012,September
2012-09-27,2012-09-29,Second Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 226,12.96,2,0.0,6.2208,2012,September
2014-11-11,2014-11-11,Same Day,Home Office,United States,Riverside,California,West,Office Supplies,Art,12 Colored Short Pencils,7.8,3,0.0,2.106,2014,November
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2,5,0.0,4.794,2013,July
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,3,0.0,5.58,2013,July
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,0.0,11.086,2013,July
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,0.0,18.2352,2013,July
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2,0.0,3.1654,2013,July
2013-07-17,2013-07-21,Second Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12,9,0.0,28.8576,2013,July
2012-10-16,2012-10-20,Second Class,Corporate,United States,New York City,New York,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,3,0.0,214.4922,2012,October
2013-01-10,2013-01-13,Second Class,Consumer,United States,Longview,Washington,West,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,0.0,7.7035,2013,January
2014-09-20,2014-09-26,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,2014,September
2014-09-20,2014-09-26,Standard Class,Consumer,United States,Phoenix,Arizona,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,2014,September
2014-09-20,2014-09-26,Standard Class,Consumer,United States,Phoenix,Arizona,West,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.495,2014,September
2014-09-20,2014-09-26,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Plastic Binding Combs,18.18,4,0.7,-13.938,2014,September
2014-09-16,2014-09-20,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,2014,September
2012-06-28,2012-07-02,Standard Class,Corporate,United States,Gilbert,Arizona,West,Office Supplies,Labels,Avery 501,5.904,2,0.2,1.9926,2012,June
2012-06-28,2012-07-02,Standard Class,Corporate,United States,Gilbert,Arizona,West,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,4,0.2,46.632,2012,June
2013-11-26,2013-11-29,First Class,Consumer,United States,Jonesboro,Arkansas,South,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0.0,17.994,2013,November
2014-11-26,2014-11-30,Second Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",48.87,9,0.0,23.9463,2014,November
2014-01-15,2014-01-20,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 19,154.9,5,0.0,69.705,2014,January
2011-11-07,2011-11-08,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,Binder Clips by OIC,5.92,4,0.0,2.8416,2011,November
2011-11-07,2011-11-08,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,0.0,13.8828,2011,November
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,0.0,11.086,2013,September
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,0.0,2.2828,2013,September
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,0.1,71.162,2013,September
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0.0,14.4648,2013,September
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Newell 315,11.96,2,0.0,2.99,2013,September
2013-09-02,2013-09-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,0.0,12.672,2013,September
2014-11-12,2014-11-17,Second Class,Corporate,United States,Fort Lauderdale,Florida,South,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,5,0.2,130.2885,2014,November
2014-12-12,2014-12-14,First Class,Consumer,United States,Abilene,Texas,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.392,2,0.8,-3.7584,2014,December
2012-11-08,2012-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,3,0.0,18.6606,2012,November
2012-11-08,2012-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,5,0.0,58.812,2012,November
2012-11-08,2012-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0.0,41.0388,2012,November
2012-11-08,2012-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,7,0.0,79.758,2012,November
2012-11-08,2012-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Office Supplies,Art,Newell 314,27.9,5,0.0,6.975,2012,November
2012-11-19,2012-11-26,Standard Class,Corporate,United States,Las Vegas,Nevada,West,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08,4,0.0,8.3916,2012,November
2014-12-24,2014-12-26,Second Class,Corporate,United States,Rockford,Illinois,Central,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,4,0.8,-22.144,2014,December
2014-12-24,2014-12-26,Second Class,Corporate,United States,Rockford,Illinois,Central,Office Supplies,Paper,Xerox 1940,175.872,4,0.2,63.7536,2014,December
2013-09-17,2013-09-23,Standard Class,Home Office,United States,Laguna Niguel,California,West,Office Supplies,Paper,Xerox 1966,12.96,2,0.0,6.3504,2013,September
2014-05-27,2014-05-30,First Class,Corporate,United States,Louisville,Kentucky,South,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,0.0,62.532,2014,May
2014-05-27,2014-05-30,First Class,Corporate,United States,Louisville,Kentucky,South,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,2,0.0,0.7728,2014,May
2012-03-30,2012-04-03,Standard Class,Home Office,United States,Normal,Illinois,Central,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,2012,March
2011-08-19,2011-08-21,Second Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,7,0.0,26.0316,2011,August
2011-08-19,2011-08-21,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,0.2,22.5732,2011,August
2011-12-23,2011-12-28,Standard Class,Corporate,United States,Port Arthur,Texas,Central,Office Supplies,Paper,Xerox 2000,5.184,1,0.2,1.8144,2011,December
2012-11-01,2012-11-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164,2,0.1,13.6776,2012,November
2011-12-15,2011-12-21,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,2011,December
2012-08-21,2012-08-25,Standard Class,Corporate,United States,Springfield,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796,2012,August
2012-08-21,2012-08-25,Standard Class,Corporate,United States,Springfield,Ohio,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458,3,0.3,-42.747,2012,August
2012-08-21,2012-08-25,Standard Class,Corporate,United States,Springfield,Ohio,East,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,1,0.2,-3.8976,2012,August
2011-05-23,2011-05-27,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837,2011,May
2011-05-23,2011-05-27,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,Letter Slitter,5.04,2,0.0,0.1512,2011,May
2011-05-23,2011-05-27,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,2011,May
2014-12-10,2014-12-12,Second Class,Home Office,United States,Salinas,California,West,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3,0.15,15.6978,2014,December
2011-03-11,2011-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,3,0.0,38.1576,2011,March
2011-03-11,2011-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2,0.0,14.1728,2011,March
2011-03-11,2011-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Technology,Phones,Panasonic KX-TG9471B,587.97,3,0.0,164.6316,2011,March
2011-03-11,2011-03-13,Second Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,Xerox 198,14.94,3,0.0,7.0218,2011,March
2013-06-24,2013-06-28,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,Avery 487,25.83,7,0.0,12.1401,2013,June
2011-08-23,2011-08-27,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Paper,Xerox 1976,15.552,3,0.2,5.4432,2011,August
2011-08-23,2011-08-27,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Supplies,Acme Titanium Bonded Scissors,6.8,1,0.2,0.51,2011,August
2011-08-23,2011-08-27,Standard Class,Consumer,United States,Denver,Colorado,West,Furniture,Furnishings,Regeneration Desk Collection,4.224,3,0.2,1.2672,2011,August
2011-08-23,2011-08-27,Standard Class,Consumer,United States,Denver,Colorado,West,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,143.64,9,0.2,10.773,2011,August
2011-08-23,2011-08-27,Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Paper,Xerox 1931,31.104,6,0.2,10.8864,2011,August
